AD,USD,1.0
AE,EUR,0.8627450980392157
AE,USD,0.0784313725490196
AE,GBP,0.058823529411764705
AG,USD,1.0
AO,EUR,1.0
AS,EUR,0.6666666666666666
AS,USD,0.3333333333333333
AT,EUR,0.9486062717770035
AT,GBP,0.04878048780487805
AT,USD,0.002613240418118467
AU,USD,0.7265795206971678
AU,EUR,0.2679738562091503
AU,GBP,0.004901960784313725
AU,NOK,0.0005446623093681918
AW,EUR,0.75
AW,USD,0.25
BA,EUR,1.0
BB,EUR,1.0
BE,EUR,0.926595744680851
BE,GBP,0.05851063829787234
BE,USD,0.014893617021276596
BG,EUR,0.9974160206718347
BG,GBP,0.002583979328165375
BH,EUR,1.0
BM,USD,1.0
BN,EUR,1.0
BO,EUR,0.8333333333333334
BO,USD,0.16666666666666666
BR,EUR,1.0
BS,USD,1.0
CA,USD,0.6845543630424639
CA,EUR,0.3154456369575362
CH,EUR,0.9624060150375939
CH,GBP,0.03258145363408521
CH,USD,0.005012531328320802
CI,EUR,1.0
CM,EUR,1.0
CN,EUR,1.0
CO,EUR,1.0
CR,EUR,1.0
CV,EUR,1.0
CY,EUR,0.9230769230769231
CY,USD,0.05128205128205128
CY,GBP,0.02564102564102564
CZ,EUR,0.9038461538461539
CZ,GBP,0.09615384615384616
DE,EUR,0.787252493134846
DE,GBP,0.20739991328226623
DE,USD,0.0053475935828877
DK,GBP,0.5142688447156072
DK,EUR,0.41940562881322574
DK,DKK,0.05628813225742964
DK,USD,0.0098405825624877
DK,NOK,0.000196811651249754
DO,EUR,1.0
EC,EUR,1.0
EE,EUR,0.8235294117647058
EE,GBP,0.17647058823529413
EG,EUR,1.0
ES,EUR,0.9610778443113772
ES,GBP,0.038922155688622756
FI,EUR,0.7987012987012987
FI,GBP,0.2012987012987013
FO,GBP,0.5714285714285714
FO,EUR,0.2857142857142857
FO,USD,0.14285714285714285
FR,EUR,0.9971447766207592
FR,USD,0.001623558392117344
FR,GBP,0.0012036726010525138
FR,NOK,2.799238607098869e-05
GA,EUR,1.0
GB,EUR,0.5243189035600869
GB,GBP,0.24268761490890858
GB,USD,0.23215778037773693
GB,NOK,0.0006685609226140733
GB,DKK,0.00016714023065351831
GE,USD,1.0
GF,EUR,1.0
GI,USD,0.75
GI,GBP,0.25
GL,EUR,1.0
GP,EUR,0.8846153846153846
GP,USD,0.11538461538461539
GR,EUR,0.9938271604938271
GR,GBP,0.006172839506172839
GT,USD,1.0
GU,USD,1.0
GY,USD,1.0
HK,USD,0.9210526315789473
HK,EUR,0.07894736842105263
HN,USD,1.0
HR,EUR,0.967741935483871
HR,GBP,0.03225806451612903
HU,EUR,0.7551020408163265
HU,GBP,0.24489795918367346
ID,EUR,1.0
IE,EUR,0.6920289855072463
IE,USD,0.18115942028985507
IE,GBP,0.12681159420289856
IL,EUR,1.0
IN,EUR,1.0
IS,EUR,0.828125
IS,GBP,0.15625
IS,USD,0.015625
IT,EUR,0.971763085399449
IT,GBP,0.01652892561983471
IT,USD,0.011707988980716254
JM,EUR,1.0
JP,EUR,0.7692307692307693
JP,USD,0.23076923076923078
KG,USD,1.0
KR,EUR,0.9924050632911392
KR,GBP,0.007594936708860759
KZ,EUR,1.0
LB,EUR,0.6666666666666666
LB,GBP,0.3333333333333333
LC,USD,1.0
LI,EUR,1.0
LK,EUR,1.0
LT,EUR,1.0
LU,EUR,0.8611111111111112
LU,GBP,0.12037037037037036
LU,USD,0.018518518518518517
LV,EUR,0.46153846153846156
LV,USD,0.4358974358974359
LV,GBP,0.10256410256410256
MC,USD,0.7142857142857143
MC,EUR,0.14285714285714285
MC,GBP,0.14285714285714285
MG,EUR,1.0
ML,EUR,1.0
MQ,EUR,1.0
MS,USD,1.0
MT,EUR,0.9962546816479401
MT,GBP,0.003745318352059925
MV,EUR,0.5
MV,USD,0.5
MW,USD,1.0
MX,USD,0.7349397590361446
MX,EUR,0.26506024096385544
MY,EUR,1.0
MZ,EUR,1.0
NC,EUR,0.7619047619047619
NC,USD,0.23809523809523808
NE,USD,1.0
NL,EUR,0.9583802024746907
NL,GBP,0.02249718785151856
NL,USD,0.019122609673790775
NO,NOK,0.9457975167144221
NO,EUR,0.03987583572110793
NO,USD,0.009551098376313277
NO,GBP,0.004775549188156638
NP,EUR,1.0
NZ,USD,0.6344827586206897
NZ,EUR,0.36551724137931035
OM,EUR,1.0
PA,EUR,0.5
PA,GBP,0.5
PE,EUR,1.0
PF,EUR,1.0
PL,EUR,0.9743589743589743
PL,GBP,0.02564102564102564
PR,EUR,0.9230769230769231
PR,USD,0.07692307692307693
PT,EUR,0.9534883720930233
PT,GBP,0.031007751937984496
PT,USD,0.015503875968992248
PW,USD,1.0
PY,EUR,1.0
QA,USD,0.8
QA,EUR,0.2
RE,EUR,0.7692307692307693
RE,USD,0.23076923076923078
RO,EUR,0.95
RO,GBP,0.05
RU,EUR,0.8333333333333334
RU,GBP,0.16666666666666666
SA,USD,0.9090909090909091
SA,EUR,0.09090909090909091
SC,EUR,1.0
SE,EUR,0.6787479406919276
SE,GBP,0.29214717188358047
SE,USD,0.028555738605161998
SE,NOK,0.0005491488193300384
SG,USD,0.7857142857142857
SG,EUR,0.10714285714285714
SG,GBP,0.10714285714285714
SI,EUR,0.9107981220657277
SI,GBP,0.0892018779342723
SK,EUR,0.6666666666666666
SK,USD,0.25925925925925924
SK,GBP,0.07407407407407407
SM,EUR,0.8888888888888888
SM,USD,0.1111111111111111
SZ,EUR,1.0
TD,USD,1.0
TH,EUR,1.0
TR,EUR,1.0
TV,GBP,1.0
TW,USD,0.9333333333333333
TW,EUR,0.06666666666666667
TZ,EUR,1.0
UA,EUR,1.0
UG,GBP,1.0
UM,GBP,0.5
UM,USD,0.5
US,USD,0.9989775051124744
US,EUR,0.0010224948875255625
UZ,USD,1.0
VI,USD,1.0
VN,USD,1.0
VU,USD,1.0
WF,USD,1.0
ZA,EUR,0.8106796116504854
ZA,USD,0.18446601941747573
ZA,GBP,0.0048543689320388345
